latitude,longitude,timestamp,index
55.0396928,13.9253342,2025-11-15 14:38:40.979857 +0000 UTC,0
55.0396928,13.9253342,2025-11-15 14:40:40.979857 +0000 UTC,1
55.03275707142857,13.8932516,2025-11-15 14:42:40.979857 +0000 UTC,2
55.02582134285714,13.861169,2025-11-15 14:44:40.979857 +0000 UTC,3
55.018885614285715,13.8290864,2025-11-15 14:46:40.979857 +0000 UTC,4
55.01194988571428,13.7970038,2025-11-15 14:48:40.979857 +0000 UTC,5
55.00501415714285,13.7649212,2025-11-15 14:50:40.979857 +0000 UTC,6
54.998078428571425,13.732838600000001,2025-11-15 14:52:40.979857 +0000 UTC,7
54.9911427,13.700756,2025-11-15 14:54:40.979857 +0000 UTC,8
54.98419858571428,13.662888,2025-11-15 14:56:40.979857 +0000 UTC,9
54.97725447142857,13.62502,2025-11-15 14:58:40.979857 +0000 UTC,10
54.97031035714286,13.587152,2025-11-15 15:00:40.979857 +0000 UTC,11
54.96336624285714,13.549284,2025-11-15 15:02:40.979857 +0000 UTC,12
54.956422128571425,13.511416,2025-11-15 15:04:40.979857 +0000 UTC,13
54.94947801428572,13.473548,2025-11-15 15:06:40.979857 +0000 UTC,14
54.9425339,13.43568,2025-11-15 15:08:40.979857 +0000 UTC,15
54.93467388571429,13.39255257142857,2025-11-15 15:10:40.979857 +0000 UTC,16
54.92681387142857,13.349425142857143,2025-11-15 15:12:40.979857 +0000 UTC,17
54.91895385714286,13.306297714285714,2025-11-15 15:14:40.979857 +0000 UTC,18
54.91109384285714,13.263170285714285,2025-11-15 15:16:40.979857 +0000 UTC,19
54.90323382857143,13.220042857142856,2025-11-15 15:18:40.979857 +0000 UTC,20
54.89537381428571,13.176915428571428,2025-11-15 15:20:40.979857 +0000 UTC,21
54.8875138,13.133788,2025-11-15 15:22:40.979857 +0000 UTC,22
54.87752217142857,13.094868114285713,2025-11-15 15:24:40.979857 +0000 UTC,23
54.867530542857146,13.055948228571427,2025-11-15 15:26:40.979857 +0000 UTC,24
54.85753891428572,13.017028342857142,2025-11-15 15:28:40.979857 +0000 UTC,25
54.847547285714285,12.978108457142858,2025-11-15 15:30:40.979857 +0000 UTC,26
54.83755565714286,12.939188571428572,2025-11-15 15:32:40.979857 +0000 UTC,27
54.82756402857143,12.900268685714286,2025-11-15 15:34:40.979857 +0000 UTC,28
54.8175724,12.8613488,2025-11-15 15:36:40.979857 +0000 UTC,29
54.80270434285715,12.825058642857142,2025-11-15 15:38:40.979857 +0000 UTC,30
54.787836285714285,12.788768485714286,2025-11-15 15:40:40.979857 +0000 UTC,31
54.77296822857143,12.752478328571428,2025-11-15 15:42:40.979857 +0000 UTC,32
54.75810017142857,12.716188171428572,2025-11-15 15:44:40.979857 +0000 UTC,33
54.74323211428572,12.679898014285714,2025-11-15 15:46:40.979857 +0000 UTC,34
54.728364057142855,12.643607857142857,2025-11-15 15:48:40.979857 +0000 UTC,35
54.713496,12.6073177,2025-11-15 15:50:40.979857 +0000 UTC,36
54.70619972857143,12.59153937142857,2025-11-15 15:52:40.979857 +0000 UTC,37
54.698903457142855,12.575761042857142,2025-11-15 15:54:40.979857 +0000 UTC,38
54.69160718571428,12.559982714285713,2025-11-15 15:56:40.979857 +0000 UTC,39
54.68431091428572,12.544204385714286,2025-11-15 15:58:40.979857 +0000 UTC,40
54.677014642857145,12.528426057142857,2025-11-15 16:00:40.979857 +0000 UTC,41
54.66971837142857,12.512647728571428,2025-11-15 16:02:40.979857 +0000 UTC,42
54.6624221,12.4968694,2025-11-15 16:04:40.979857 +0000 UTC,43
54.65267945714286,12.482142957142857,2025-11-15 16:06:40.979857 +0000 UTC,44
54.64293681428571,12.467416514285715,2025-11-15 16:08:40.979857 +0000 UTC,45
54.63319417142857,12.452690071428572,2025-11-15 16:10:40.979857 +0000 UTC,46
54.62345152857143,12.437963628571428,2025-11-15 16:12:40.979857 +0000 UTC,47
54.61370888571429,12.423237185714285,2025-11-15 16:14:40.979857 +0000 UTC,48
54.60396624285714,12.408510742857143,2025-11-15 16:16:40.979857 +0000 UTC,49
54.5942236,12.3937843,2025-11-15 16:18:40.979857 +0000 UTC,50
54.57835695714286,12.378531914285714,2025-11-15 16:20:40.979857 +0000 UTC,51
54.56249031428571,12.363279528571429,2025-11-15 16:22:40.979857 +0000 UTC,52
